disparity,accuracy,fem_accu,male_accu,positive_rate,unfav_positive_rate,fav_positive_rate,uo,fo,eo,eo_rate,r_accuracy,r_positive_rate,r_unfav_positive_rate,r_fav_positive_rate,fav_pos_rate,unfav_pos_rate,cfact,ucfact,fcfact,tcfact,favcf,unfavcf,vola0,vola1,vola2,unfav_vola0,unfav_vola1,unfav_vola2,fav_vola0,fav_vola1,fav_vola2
1.0,0.8501443045747621,0.9230810403351843,0.8139376539019848,0.19245931839115754,0.0741332732456903,0.2512455383681795,0.4868348772537863,0.6065012486972436,0.5882383632146556,0.8034692321264,0.8420325452870739,0.15133558489407428,0.10211723475077931,0.17576221965750613,0.20175621737795513,0.1420386859072766,1.2857474147774763,0.7361207061634775,1.4747165072075616,0.7067482285463776,0.20175621737795513,0.1420386859072766,,,,,,,,,
0.7999999999999997,0.850316241940436,0.9230850094405162,0.8141903402511672,0.19363831747006444,0.08796862981214679,0.24610444132926607,0.5493518781091186,0.598526621362296,0.591081961665304,0.9186348842581221,0.8438010439054344,0.16429229352164568,0.11026140234629583,0.19109256909288383,0.20104390543444883,0.15688670555726125,1.186740254941223,0.8078944673828481,1.3119304460644623,0.7828931279413703,0.20104390543444883,0.15688670555726125,0.8423334356770035,0.01579367516119128,0.14187288916180532,0.9156105598906384,0.014944929994423201,0.06944451011493813,0.8059629757082203,0.01620204273671187,0.177834981555068
0.6000000000000005,0.8491618053423398,0.9201869974540918,0.8139112890269052,0.19383481731654892,0.09988458557014177,0.24046271338454253,0.5897592420943685,0.5888982615613202,0.5891014607607454,1.0024869969591632,0.8469818851704022,0.18401596561252684,0.10732964540274685,0.22200376804560817,0.19631562787841575,0.18153515505066017,1.0585379972565443,0.9372669728264481,1.0958755958714346,0.9261943367976961,0.19631562787841575,0.18153515505066017,0.83890696960393,0.021492170709241636,0.1396008596868284,0.9086276903665788,0.02601265705611826,0.06535965257730295,0.804312735592188,0.019223471744514362,0.17646379266329784
0.39999999999999986,0.8478354313785688,0.9172526806517688,0.8133842845079096,0.19145225667792448,0.1123935261440032,0.23071071034711083,0.6330615925905627,0.5720521623453325,0.5813699001984343,1.1071746727977172,0.8471169788148601,0.19514276941971131,0.10986774834164975,0.23749250079274567,0.1906171323303653,0.19597789376727046,0.9846879432378438,1.0304677103143862,0.9802360167895288,1.029556783818276,0.1906171323303653,0.19597789376727046,0.8346208167024869,0.028738102548357375,0.13664108074915565,0.9009438358828368,0.03844604922127961,0.06061011489588355,0.8016923000662101,0.023937338277475028,0.17437036165631523
0.19999999999999993,0.8464292293521646,0.9148586713957846,0.812474214194438,0.18730733804114214,0.11971672802717759,0.22088110339971556,0.6553326082807299,0.5545106954519824,0.5698599172819254,1.1834860195235244,0.8487626650291681,0.20759594719066626,0.10303883291997593,0.2595077327676242,0.18177463923856316,0.2131286459932453,0.9045501976059331,1.1704622636500173,0.8560128930688136,1.1750398195499503,0.18177463923856316,0.2131286459932453,0.8297021799201719,0.037169174086582754,0.13312864599324534,0.8961781284747409,0.04558345478148731,0.05823841674377194,0.796708923484606,0.032994021127210935,0.17029705538818316
0.0,0.8449739023641389,0.9129969132842415,0.8112273481343611,0.18138163954559414,0.12719062977646658,0.20827580716747246,0.6808746299444589,0.5318970896657192,0.5545684537119545,1.2811654302450748,0.8493337427080135,0.2138655204175621,0.10091901772812699,0.26993559877843254,0.17266195885784466,0.22258520110531166,0.850269899814218,1.2705063461500337,0.7758467791807696,1.2909394499324591,0.17266195885784466,0.22258520110531166,0.8239607000307032,0.04719680687749464,0.1288424930918023,0.8914911230889072,0.053095707441610414,0.05541316946948192,0.7904472727007543,0.0442704566348381,0.16528227066440798
-0.19999999999999993,0.8425667792447036,0.9106045552112974,0.8088006981055186,0.17244089653054964,0.1330124329427797,0.1920053276045959,0.6961449316568331,0.5014445391789496,0.5311124953833168,1.3896777736546537,0.8494688363524712,0.2194166410807492,0.09712286998985022,0.28016309213883045,0.1605342339576297,0.23132330365366904,0.7873852734939107,1.3817083643409012,0.6880645092774554,1.4442966513774413,0.1605342339576297,0.23132330365366904,0.816622658888548,0.059465766042370284,0.12391157506908196,0.8873840424692788,0.05891751060792352,0.05369844692279747,0.7814999677873372,0.059738416432828796,0.1587616157798339
-0.39999999999999986,0.8390789069696036,0.9091379982318726,0.8043115438421375,0.16155971753147064,0.1371978588671736,0.17364790475774095,0.7082181009786784,0.46418895513906977,0.5013874256479945,1.5282136153844705,0.850009210930304,0.21667792447037157,0.0948366496156046,0.2771356336733166,0.14750997850782932,0.23072766349401294,0.7471472453441237,1.4520800152753577,0.6288623886514525,1.5664239716536814,0.14750997850782932,0.23072766349401294,0.808099478047283,0.07302425544980043,0.11887626650291681,0.8845594011608436,0.06310023624536922,0.05234036259378692,0.7701414015542466,0.07796639463562911,0.15189220381012428
-0.6000000000000005,0.8351796131409271,0.9082498280212037,0.7989143958921896,0.1498004298434142,0.1406830799639066,0.15431348936673162,0.7200789459815943,0.42374400816640917,0.46892436105114027,1.7036267855226481,0.8503285231808413,0.22047282775560334,0.08725731106529697,0.28659571693646696,0.1320785999385938,0.23819465766042366,0.6810213267435767,1.6230769844165334,0.5405865968630423,1.8068997752302745,0.1320785999385938,0.23819465766042366,0.7991832975130491,0.08695732268959164,0.11385937979735951,0.8823719951378997,0.06658687808058887,0.051041126781511584,0.7578768855438978,0.09709827870637859,0.14502483574972358
-0.7999999999999997,0.8292170709241635,0.9078877319137426,0.7901761827357586,0.13580595640159654,0.14193623647470485,0.13275240805697078,0.7238689960137603,0.37419832623258814,0.42755370812564736,1.9395631063983816,0.851427694197114,0.21933681301811483,0.08059782604304826,0.2882749946802708,0.11544365980964079,0.2396991096100706,0.6199510350900453,1.774750286294473,0.46155944168832486,2.0812195073043402,0.11544365980964079,0.2396991096100706,0.7888363524715996,0.10168867055572611,0.10947497697267425,0.8815829045099561,0.06780296322901455,0.050614132261029315,0.7427921659252595,0.11852950478722489,0.13867832928751564
