disparity,accuracy,fem_accu,male_accu,positive_rate,unfav_positive_rate,fav_positive_rate,uo,fo,eo,eo_rate,r_accuracy,r_positive_rate,r_unfav_positive_rate,r_fav_positive_rate,fav_pos_rate,unfav_pos_rate,cfact,ucfact,fcfact,tcfact,favcf,unfavcf,vola0,vola1,vola2,unfav_vola0,unfav_vola1,unfav_vola2,fav_vola0,fav_vola1,fav_vola2
0.7999999999999997,0.8500153515505063,0.9187959211501344,0.8159894391527968,0.19932453177770953,0.11292237517817087,0.24201843894139635,0.642279392978027,0.5953395248845355,0.6026452193603365,1.08028026155286,0.8500583358919251,0.22852318084126502,0.0940428429086426,0.2949114603940934,0.19309180227202943,0.23475591034694498,0.8739604147018325,1.2115946757460292,0.8238628841335438,1.2181172804259974,0.19309180227202943,0.23475591034694498,0.8380779858765736,0.026447651212772483,0.135474362910654,0.9026364635090027,0.03881931356647243,0.05854422292452477,0.8061503798485752,0.020313906955294975,0.1735357131961296
0.6000000000000005,0.8453484801964999,0.9061511504505583,0.8152725178109521,0.2017439361375499,0.1461584311500904,0.2292062562923143,0.7357143559714396,0.5730659785761671,0.5980096467450575,1.2857414317536437,0.8324654590113603,0.2926251151366287,0.09633440685749761,0.3896448427053135,0.18526865213386554,0.3091003991403132,0.6903466362009624,1.536190547230828,0.5897270194190025,1.6732136763215502,0.18526865213386554,0.3091003991403132,0.8281240405280934,0.041688670555726136,0.1301872889161805,0.8798245377213593,0.07179839444218325,0.048377067836457274,0.8025510691144323,0.02679560708173653,0.17065332380383097
0.39999999999999986,0.8418299048203867,0.8993396916988506,0.8133730693920458,0.19492170709241638,0.15734413310220646,0.21348173281840135,0.7556300794772822,0.5441862654400615,0.5765324726445273,1.390847847472615,0.8152962849247777,0.3315075222597483,0.10284596209752833,0.4444874651351112,0.1769112680380718,0.3495179613140927,0.5884554163346587,1.548391595997125,0.48089735031551223,1.9797282288766167,0.1769112680380718,0.3495179613140927,0.820307031010132,0.0538041142155358,0.12588885477433226,0.870863504457478,0.08290900221823849,0.0462274933242837,0.7952917162150847,0.03941486446152553,0.16529341932338956
0.19999999999999993,0.8363279091188213,0.8922384923509828,0.808667050183364,0.1839668406509057,0.16993491822723,0.19088663932715505,0.779797315334779,0.4992837048436731,0.5423021264803203,1.5650688010678264,0.8039422781700952,0.3497021799201718,0.0973790326748146,0.47440811472310146,0.1599692968989868,0.37369972367209087,0.5262748351047725,1.7589645255152118,0.40255298374551485,2.340813252149455,0.1599692968989868,0.37369972367209087,0.8083205403745779,0.0722750997850783,0.11940435984034384,0.8610175122210323,0.09549978734326209,0.04348270043570576,0.7822536542221086,0.06078496923879631,0.15696137653909517
0.0,0.8291986490635556,0.8774063898241529,0.8053456390044113,0.17949032852318084,0.19381297105114675,0.17241811568918755,0.820914553294062,0.46346156439537034,0.5181386569454918,1.774856698225224,0.8028124040528094,0.3530181148295978,0.09655693903293709,0.4798182872880332,0.14733190052195272,0.3851765428308259,0.5089718258835475,2.027657757281795,0.35979417579444545,2.6194011369743135,0.14733190052195272,0.3851765428308259,0.794725207245932,0.0923365059871047,0.11293828676696345,0.8416624345456589,0.11937784016717887,0.038959725287162364,0.7715053450968086,0.07896017631044361,0.14953447859274788
-0.19999999999999993,0.8219220141234264,0.8633269219050839,0.8014455599995344,0.1759594719066626,0.21545295398434353,0.15643688301988884,0.8545247546896096,0.4308075121351586,0.49570196140434514,1.9869238824501554,0.8046852932146149,0.3483451028553884,0.09412447651135397,0.47406904791959414,0.13583051888240708,0.3884740558796439,0.5065720988329305,2.3092747279961037,0.331030887090277,2.8643424210318678,0.13583051888240708,0.3884740558796439,0.7821614983113296,0.11018728891618056,0.10765121277249001,0.8238027091195262,0.1410178231003755,0.03517946778009842,0.7615730173482453,0.09492475280269329,0.14350222984906144
-0.39999999999999986,0.8140620202640467,0.8502160384383309,0.7961635838565744,0.17121891311022414,0.23276564189918858,0.1407945237551813,0.873477175715221,0.39640840750974043,0.4694697670755902,2.2074232502272144,0.8053423395762972,0.34860914952410194,0.09016264106485262,0.47641226053704405,0.12405280933374276,0.3957752533005834,0.49291476078991875,2.6064404832694454,0.2969478058053365,3.194712278944599,0.12405280933374276,0.3957752533005834,0.7701750076757752,0.12630027632790913,0.1035247159963156,0.8085909234287273,0.15833051101522064,0.033078565556052396,0.7511660640897478,0.11045668317672734,0.13837725273352458
-0.6000000000000005,0.8051335584894075,0.8391357572473156,0.7882760046566533,0.16413263739637707,0.24578773989395875,0.12378961690021922,0.8822270824574028,0.3554707178478674,0.4361222388008252,2.4888300742577307,0.8048265274792752,0.3428738102548357,0.08084076038961499,0.47237797317542907,0.10959164875652441,0.3974147988946885,0.4821931664894651,3.0964406067166736,0.26491133129408534,3.643570224802084,0.10959164875652441,0.3974147988946885,0.7577218299048204,0.14227817009517957,0.09999999999999998,0.7965397338358342,0.17135260900999086,0.032107657154175046,0.7384902786580015,0.1279206748403,0.1335890465016985
-0.7999999999999997,0.7980288609149523,0.8329770528110744,0.7807107416226171,0.1564015965612527,0.2515054037613419,0.10939942156843158,0.8801796296896357,0.31937294234945646,0.40524494424335883,2.76646895893809,0.7984771261897454,0.34785999385937993,0.07060272019113002,0.48489000571449,0.09657353392692661,0.40768805649370576,0.4543539386221203,3.646902662780045,0.22889298853386675,4.247953140456128,0.09657353392692661,0.40768805649370576,0.7483512434755909,0.15391464537918328,0.09773411114522569,0.7906015496840219,0.17707027287737387,0.032328177438604076,0.7274301003647397,0.14247576839278736,0.13009413124247313
-1.0,0.7895977893767271,0.832376358139698,0.7684059767045457,0.1419404359840344,0.25176547960652385,0.08766043387593035,0.878917361903974,0.26336305454977793,0.3575941731765311,3.3524164369931757,0.7954190973288303,0.3451704022106233,0.05907555420890943,0.4864948318469067,0.07821307952103161,0.40889775867362615,0.4166702834256258,4.3750829151080755,0.18288165940504272,5.247584745330304,0.07821307952103161,0.40889775867362615,0.7367454712926006,0.16869511820693892,0.09455941050046056,0.7901711644257426,0.1773303487225559,0.032498486851701286,0.7102968636672905,0.16443747686961432,0.1252656594630953
